number,title,difficulty,tags,question,code
,Island Perimeter,Easy,Graphs,"Island Perimeter
Solved
Easy
Topics
premium lock icon
Companies
You are given row x col grid representing a map where grid[i][j] = 1 represents land and grid[i][j] = 0 represents water.

Grid cells are connected horizontally/vertically (not diagonally). The grid is completely surrounded by water, and there is exactly one island (i.e., one or more connected land cells).

The island doesn't have ""lakes"", meaning the water inside isn't connected to the water around the island. One cell is a square with side length 1. The grid is rectangular, width and height don't exceed 100. Determine the perimeter of the island.

 

Example 1:


Input: grid = [[0,1,0,0],[1,1,1,0],[0,1,0,0],[1,1,0,0]]
Output: 16
Explanation: The perimeter is the 16 yellow stripes in the image above.
Example 2:

Input: grid = [[1]]
Output: 4
Example 3:

Input: grid = [[1,0]]
Output: 4
 

Constraints:

row == grid.length
col == grid[i].length
1 <= row, col <= 100
grid[i][j] is 0 or 1.
There is exactly one island in grid.","class Solution:
    def islandPerimeter(self, grid: List[List[int]]) -> int:
        row = len(grid)
        col = len(grid[0])

        def dfs(r, c):
            if r < 0 or r >= row or \
               c < 0 or c >= col or \
               grid[r][c] == 0:
               return 1
            if grid[r][c] == -1:
                return 0

            grid[r][c] = -1
            up = dfs(r - 1, c)
            down = dfs(r + 1, c)
            left = dfs(r, c - 1)
            right = dfs(r, c + 1)

            return up + down + left + right
        
        perimeter = 0
        for i in range(row):
            for j in range(col):
                if grid[i][j] == 1:
                    perimeter += dfs(i, j)
        
        return perimeter


# class Solution:
#     def islandPerimeter(self, grid: List[List[int]]) -> int:
#         rows, cols = len(grid), len(grid[0])
#         perimeter = 0
        
#         def dfs(r, c):
#             if r < 0 or r >= rows or c < 0 or c >= cols or grid[r][c] == 0:
#                 return 1
#             if grid[r][c] == -1:
#                 return 0
#             grid[r][c] = -1
#             return (dfs(r + 1, c) +
#                     dfs(r - 1, c) +
#                     dfs(r, c + 1) +
#                     dfs(r, c - 1))

#         for r in range(rows):
#             for c in range(cols):
#                 if grid[r][c] == 1:
#                     perimeter += dfs(r, c)

#         return perimeter"
,Verifying An Alien Dictionary,Easy,Graphs,"Verifying an Alien Dictionary
Solved
Easy
Topics
premium lock icon
Companies
In an alien language, surprisingly, they also use English lowercase letters, but possibly in a different order. The order of the alphabet is some permutation of lowercase letters.

Given a sequence of words written in the alien language, and the order of the alphabet, return true if and only if the given words are sorted lexicographically in this alien language.

 

Example 1:

Input: words = [""hello"",""leetcode""], order = ""hlabcdefgijkmnopqrstuvwxyz""
Output: true
Explanation: As 'h' comes before 'l' in this language, then the sequence is sorted.
Example 2:

Input: words = [""word"",""world"",""row""], order = ""worldabcefghijkmnpqstuvxyz""
Output: false
Explanation: As 'd' comes after 'l' in this language, then words[0] > words[1], hence the sequence is unsorted.
Example 3:

Input: words = [""apple"",""app""], order = ""abcdefghijklmnopqrstuvwxyz""
Output: false
Explanation: The first three characters ""app"" match, and the second string is shorter (in size.) According to lexicographical rules ""apple"" > ""app"", because 'l' > '∅', where '∅' is defined as the blank character which is less than any other character (More info).
 

Constraints:

1 <= words.length <= 100
1 <= words[i].length <= 20
order.length == 26
All characters in words[i] and order are English lowercase letters.","class Solution:
    def isAlienSorted(self, words: List[str], order: str) -> bool:
        count = 1
        letter_order = {}
        for letter in order:
            letter_order[letter] = count
            count += 1
        

        for i in range(1, len(words)):
            word_1 = words[i-1]
            word_2 = words[i]
            same_beginning = True
            for j in range(min(len(word_1), len(word_2))):
                same_beginning = same_beginning and (word_1[j] == word_2[j])
                print(f""j: {j}, word_1[j]: {word_1[j]}, word_2[j]: {word_2[j]}"")
                if letter_order[word_1[j]] < letter_order[word_2[j]]:
                    break
                elif letter_order[word_1[j]] > letter_order[word_2[j]]:
                    return False

            if same_beginning and len(word_1) > len(word_2):
                return False
                
        return True
        "
,Find the Town Judge,Easy,Graphs,"Find the Town Judge
Solved
Easy
Topics
premium lock icon
Companies
In a town, there are n people labeled from 1 to n. There is a rumor that one of these people is secretly the town judge.

If the town judge exists, then:

The town judge trusts nobody.
Everybody (except for the town judge) trusts the town judge.
There is exactly one person that satisfies properties 1 and 2.
You are given an array trust where trust[i] = [ai, bi] representing that the person labeled ai trusts the person labeled bi. If a trust relationship does not exist in trust array, then such a trust relationship does not exist.

Return the label of the town judge if the town judge exists and can be identified, or return -1 otherwise.

 

Example 1:

Input: n = 2, trust = [[1,2]]
Output: 2
Example 2:

Input: n = 3, trust = [[1,3],[2,3]]
Output: 3
Example 3:

Input: n = 3, trust = [[1,3],[2,3],[3,1]]
Output: -1
 

Constraints:

1 <= n <= 1000
0 <= trust.length <= 104
trust[i].length == 2
All the pairs of trust are unique.
ai != bi
1 <= ai, bi <= n","class Solution:
    def findJudge(self, n: int, trust: List[List[int]]) -> int:
        if n <= 1:
            return 1
        possible_ans = []
        trust_dic = defaultdict(list)
        reverse_trust_dic = defaultdict(list)
        for person, person_of_trust in trust:
            trust_dic[person_of_trust].append(person)
            reverse_trust_dic[person].append(person_of_trust)
            if len(trust_dic[person_of_trust]) == n-1:
                possible_ans.append(person_of_trust)
        
        for possible_judge in possible_ans:
            if len(reverse_trust_dic[possible_judge]) == 0:
                return possible_judge

        return -1"
,Number of Islands,Medium,Graphs,"Number of Islands
Solved 
Given a 2D grid grid where '1' represents land and '0' represents water, count and return the number of islands.

An island is formed by connecting adjacent lands horizontally or vertically and is surrounded by water. You may assume water is surrounding the grid (i.e., all the edges are water).

Example 1:

Input: grid = [
    [""0"",""1"",""1"",""1"",""0""],
    [""0"",""1"",""0"",""1"",""0""],
    [""1"",""1"",""0"",""0"",""0""],
    [""0"",""0"",""0"",""0"",""0""]
  ]
Output: 1
Example 2:

Input: grid = [
    [""1"",""1"",""0"",""0"",""1""],
    [""1"",""1"",""0"",""0"",""1""],
    [""0"",""0"",""1"",""0"",""0""],
    [""0"",""0"",""0"",""1"",""1""]
  ]
Output: 4
Constraints:

1 <= grid.length, grid[i].length <= 100
grid[i][j] is '0' or '1'.","class Solution:
    def numIslands(self, grid: List[List[str]]) -> int:
        self.n = len(grid)
        self.m = len(grid[0])

        def dfs_remove_island(i, j):
            if i < 0 or i >= self.n or \
               j < 0 or j >= self.m:

               return
            
            val = grid[i][j]

            if val == ""0"" or val ==""2"":
                return 

            grid[i][j] = ""2""
            dfs_remove_island(i + 1, j)
            dfs_remove_island(i - 1, j)
            dfs_remove_island(i, j + 1)
            dfs_remove_island(i, j - 1)

        count = 0
        for i in range(self.n):
            for j in range(self.m):
                if grid[i][j] == ""1"":
                    count += 1
                    dfs_remove_island(i, j)
        
        return count
        "
,Max Area of Island,Medium,Graphs,"Max Area of Island
Solved 
You are given a matrix grid where grid[i] is either a 0 (representing water) or 1 (representing land).

An island is defined as a group of 1's connected horizontally or vertically. You may assume all four edges of the grid are surrounded by water.

The area of an island is defined as the number of cells within the island.

Return the maximum area of an island in grid. If no island exists, return 0.

Example 1:



Input: grid = [
  [0,1,1,0,1],
  [1,0,1,0,1],
  [0,1,1,0,1],
  [0,1,0,0,1]
]

Output: 6
Explanation: 1's cannot be connected diagonally, so the maximum area of the island is 6.

Constraints:

1 <= grid.length, grid[i].length <= 50","class Solution:
    def maxAreaOfIsland(self, grid: List[List[int]]) -> int:
        self.n = len(grid)
        self.m = len(grid[0])

        def dfs_count_island(i,j):
            if i < 0 or i >= self.n or \
               j < 0 or j >= self.m:
               return 0

            val = grid[i][j]
            if val == 0 or val == 2:
                return 0
            
            grid[i][j] = 2
            u = dfs_count_island(i - 1, j)
            d = dfs_count_island(i + 1, j)
            l = dfs_count_island(i, j - 1)
            r = dfs_count_island(i, j + 1)

            return u + d + l + r + 1

        max_count = 0 
        for i in range(self.n):
            for j in range(self.m):
                if grid[i][j] == 1:
                    new_count = dfs_count_island(i,j)
                    max_count = max(max_count, new_count)
        
        return max_count
        "
,Clone Graph,Medium,Graphs,"Clone Graph
Solved 
Given a node in a connected undirected graph, return a deep copy of the graph.

Each node in the graph contains an integer value and a list of its neighbors.

class Node {
    public int val;
    public List<Node> neighbors;
}
The graph is shown in the test cases as an adjacency list. An adjacency list is a mapping of nodes to lists, used to represent a finite graph. Each list describes the set of neighbors of a node in the graph.

For simplicity, nodes values are numbered from 1 to n, where n is the total number of nodes in the graph. The index of each node within the adjacency list is the same as the node's value (1-indexed).

The input node will always be the first node in the graph and have 1 as the value.

Example 1:



Input: adjList = [[2],[1,3],[2]]

Output: [[2],[1,3],[2]]
Explanation: There are 3 nodes in the graph.
Node 1: val = 1 and neighbors = [2].
Node 2: val = 2 and neighbors = [1, 3].
Node 3: val = 3 and neighbors = [2].

Example 2:



Input: adjList = [[]]

Output: [[]]
Explanation: The graph has one node with no neighbors.

Example 3:

Input: adjList = []

Output: []
Explanation: The graph is empty.

Constraints:

0 <= The number of nodes in the graph <= 100.
1 <= Node.val <= 100
There are no duplicate edges and no self-loops in the graph.","""""""
# Definition for a Node.
class Node:
    def __init__(self, val = 0, neighbors = None):
        self.val = val
        self.neighbors = neighbors if neighbors is not None else []
""""""

class Solution:
    def cloneGraph(self, node: Optional['Node']) -> Optional['Node']:
        if node is None:
            return None
        self.dic = {}

        def dfs_create(node):
            if node is None:
                return None
            
            if node not in self.dic.keys():
                clone_node = Node(node.val)
                self.dic[node] = clone_node
            
            for neighbor in node.neighbors:
                if neighbor in self.dic.keys():
                    self.dic[node].neighbors.append(self.dic[neighbor])
                else:
                    self.dic[node].neighbors.append(dfs_create(neighbor))
            
            return self.dic[node]

        dfs_create(node)
        return self.dic[node]"
,Islands and Treasure,Medium,Graphs,"Islands and Treasure
Solved 
You are given a 
m
×
n
m×n 2D grid initialized with these three possible values:

-1 - A water cell that can not be traversed.
0 - A treasure chest.
INF - A land cell that can be traversed. We use the integer 2^31 - 1 = 2147483647 to represent INF.
Fill each land cell with the distance to its nearest treasure chest. If a land cell cannot reach a treasure chest then the value should remain INF.

Assume the grid can only be traversed up, down, left, or right.

Modify the grid in-place.

Example 1:

Input: [
  [2147483647,-1,0,2147483647],
  [2147483647,2147483647,2147483647,-1],
  [2147483647,-1,2147483647,-1],
  [0,-1,2147483647,2147483647]
]

Output: [
  [3,-1,0,1],
  [2,2,1,-1],
  [1,-1,2,-1],
  [0,-1,3,4]
]
Example 2:

Input: [
  [0,-1],
  [2147483647,2147483647]
]

Output: [
  [0,-1],
  [1,2]
]
Constraints:

m == grid.length
n == grid[i].length
1 <= m, n <= 100
grid[i][j] is one of {-1, 0, 2147483647}","class Solution:
    def islandsAndTreasure(self, grid: List[List[int]]) -> None:
        self.n = len(grid)
        self.m = len(grid[0])

        def dfs(i, j, depth, visited):
            if i < 0 or i >= self.n or \
               j < 0 or j >= self.m:
               return
            if grid[i][j] == -1:
                return
            if f'{i},{j}' in visited.keys() and depth >= grid[i][j]:
                return

            visited[f'{i},{j}'] = True
            grid[i][j] = min(grid[i][j], depth)
            dfs(i + 1, j, depth + 1, visited)
            dfs(i - 1, j, depth + 1, visited)
            dfs(i, j + 1, depth + 1, visited)
            dfs(i, j - 1, depth + 1, visited)
            visited[f'{i},{j}'] = False


        

        for i in range(self.n):
            for j in range(self.m):
                if grid[i][j] == 0:
                    dfs(i, j, 0, {})
        
        "
,Rotting Fruit,Medium,Graphs,"Rotting Fruit
Solved 
You are given a 2-D matrix grid. Each cell can have one of three possible values:

0 representing an empty cell
1 representing a fresh fruit
2 representing a rotten fruit
Every minute, if a fresh fruit is horizontally or vertically adjacent to a rotten fruit, then the fresh fruit also becomes rotten.

Return the minimum number of minutes that must elapse until there are zero fresh fruits remaining. If this state is impossible within the grid, return -1.

Example 1:



Input: grid = [[1,1,0],[0,1,1],[0,1,2]]

Output: 4
Example 2:

Input: grid = [[1,0,1],[0,2,0],[1,0,1]]

Output: -1
Constraints:

1 <= grid.length, grid[i].length <= 10","from collections import deque

class Solution:
    def orangesRotting(self, grid: List[List[int]]) -> int:
        self.n = len(grid)
        self.m = len(grid[0]) if self.n > 0 else 0
        
        # Count fresh oranges, gather all rotten oranges in a queue (multi-source BFS)
        queue = deque()  # will store tuples (row, col, time)
        fresh_count = 0
        
        for i in range(self.n):
            for j in range(self.m):
                if grid[i][j] == 1:
                    fresh_count += 1
                elif grid[i][j] == 2:
                    # This is a rotten orange, start BFS from here
                    queue.append((i, j, 0))  # time=0 for these initial rotten
        
        # If no fresh oranges from the start, answer is 0
        if fresh_count == 0:
            return 0
        
        # Directions for up, down, left, right
        directions = [(-1,0), (1,0), (0,-1), (0,1)]
        
        final_time = 0  # track maximum minutes
        # BFS: process queue
        while queue:
            row, col, time = queue.popleft()
            
            for dr, dc in directions:
                nr, nc = row + dr, col + dc
                # check if valid cell and is fresh (==1)
                if 0 <= nr < self.n and 0 <= nc < self.m and grid[nr][nc] == 1:
                    # rot this fresh orange
                    grid[nr][nc] = 2
                    fresh_count -= 1
                    new_time = time + 1
                    final_time = max(final_time, new_time)
                    # push the newly rotten orange into the queue
                    queue.append((nr, nc, new_time))
        
        # if any fresh oranges remain, return -1
        if fresh_count > 0:
            return -1
        else:
            return final_time"
,Pacific Atlantic Water Flow,Medium,Graphs,"Pacific Atlantic Water Flow
Solved 
You are given a rectangular island heights where heights[r][c] represents the height above sea level of the cell at coordinate (r, c).

The islands borders the Pacific Ocean from the top and left sides, and borders the Atlantic Ocean from the bottom and right sides.

Water can flow in four directions (up, down, left, or right) from a cell to a neighboring cell with height equal or lower. Water can also flow into the ocean from cells adjacent to the ocean.

Find all cells where water can flow from that cell to both the Pacific and Atlantic oceans. Return it as a 2D list where each element is a list [r, c] representing the row and column of the cell. You may return the answer in any order.

Example 1:



Input: heights = [
  [4,2,7,3,4],
  [7,4,6,4,7],
  [6,3,5,3,6]
]

Output: [[0,2],[0,4],[1,0],[1,1],[1,2],[1,3],[1,4],[2,0]]
Example 2:

Input: heights = [[1],[1]]

Output: [[0,0],[0,1]]
Constraints:

1 <= heights.length, heights[r].length <= 100
0 <= heights[r][c] <= 1000","class Solution:
    def pacificAtlantic(self, heights: List[List[int]]) -> List[List[int]]:
        self.n = len(heights)
        self.m = len(heights[0])
        
        
        def dfs(i, j, prev_val, oceans_visited):
            if i < 0 or i >= self.n or \
               j < 0 or j >= self.m:
               return False
            
            if prev_val < heights[i][j]:
                return False
            
            if i == 0 or j == 0:
                oceans_visited[""a""] = True
            
            if i == self.n - 1 or j == self.m - 1:
                oceans_visited[""p""] = True
            
            if oceans_visited[""a""] and oceans_visited[""p""]:
                return True
            
            p_val = heights[i][j]
            heights[i][j] = 100000
            u = dfs(i - 1, j, p_val, oceans_visited)
            d = dfs(i + 1, j, p_val, oceans_visited)
            l = dfs(i, j - 1, p_val, oceans_visited)
            r = dfs(i, j + 1, p_val, oceans_visited)
            heights[i][j] = p_val


            return u or d or l or r
        
        ans = []
        for i in range(self.n):
            for j in range(self.m):
                oceans_visited = {
                    ""a"": False,
                    ""p"": False
                }
                
                if dfs(i, j, 1000000, oceans_visited):
                    ans.append([i,j])
        
        return ans"
,Surrounded Regions,Medium,Graphs,"Surrounded Regions
Solved 
You are given a 2-D matrix board containing 'X' and 'O' characters.

If a continous, four-directionally connected group of 'O's is surrounded by 'X's, it is considered to be surrounded.

Change all surrounded regions of 'O's to 'X's and do so in-place by modifying the input board.

Example 1:



Input: board = [
  [""X"",""X"",""X"",""X""],
  [""X"",""O"",""O"",""X""],
  [""X"",""O"",""O"",""X""],
  [""X"",""X"",""X"",""O""]
]

Output: [
  [""X"",""X"",""X"",""X""],
  [""X"",""X"",""X"",""X""],
  [""X"",""X"",""X"",""X""],
  [""X"",""X"",""X"",""O""]
]
Explanation: Note that regions that are on the border are not considered surrounded regions.

Constraints:

1 <= board.length, board[i].length <= 200
board[i][j] is 'X' or 'O'.","class Solution:
    def solve(self, board: List[List[str]]) -> None:
        self.n = len(board)
        self.m = len(board[0])

        def dfs(i,j):
            if i < 0 or i >= self.n or \
               j < 0 or j >= self.m:
               return True
            
            b_val = board[i][j]

            if b_val == ""X"":
                return False

            if b_val == ""Y"":
                return True

            board[i][j] = ""Y""
            u = dfs(i - 1,j)
            d = dfs(i + 1,j)
            l = dfs(i,j - 1)
            r = dfs(i,j + 1)


            return u and d and l and r

            
   
        

        for i in range(self.n):
            for j in range(self.m):
                if board[i][j] == ""O"" and (i == 0 or i == self.n-1 or j == self.m -1 or j == 0):
                    dfs(i,j)

        # Y means visited but not surrounded by X
        # need to convert back to O
        for i in range(self.n):
            for j in range(self.m):
                if board[i][j] == ""O"":
                    board[i][j] = ""X""
        # Y means visited but not surrounded by X
        # need to convert back to O
        for i in range(self.n):
            for j in range(self.m):
                if board[i][j] == ""Y"":
                    board[i][j] = ""O"""
,Open the Lock,Medium,Graphs,"Open the Lock
Solved
Medium
Topics
premium lock icon
Companies
Hint
You have a lock in front of you with 4 circular wheels. Each wheel has 10 slots: '0', '1', '2', '3', '4', '5', '6', '7', '8', '9'. The wheels can rotate freely and wrap around: for example we can turn '9' to be '0', or '0' to be '9'. Each move consists of turning one wheel one slot.

The lock initially starts at '0000', a string representing the state of the 4 wheels.

You are given a list of deadends dead ends, meaning if the lock displays any of these codes, the wheels of the lock will stop turning and you will be unable to open it.

Given a target representing the value of the wheels that will unlock the lock, return the minimum total number of turns required to open the lock, or -1 if it is impossible.

 

Example 1:

Input: deadends = [""0201"",""0101"",""0102"",""1212"",""2002""], target = ""0202""
Output: 6
Explanation: 
A sequence of valid moves would be ""0000"" -> ""1000"" -> ""1100"" -> ""1200"" -> ""1201"" -> ""1202"" -> ""0202"".
Note that a sequence like ""0000"" -> ""0001"" -> ""0002"" -> ""0102"" -> ""0202"" would be invalid,
because the wheels of the lock become stuck after the display becomes the dead end ""0102"".
Example 2:

Input: deadends = [""8888""], target = ""0009""
Output: 1
Explanation: We can turn the last wheel in reverse to move from ""0000"" -> ""0009"".
Example 3:

Input: deadends = [""8887"",""8889"",""8878"",""8898"",""8788"",""8988"",""7888"",""9888""], target = ""8888""
Output: -1
Explanation: We cannot reach the target without getting stuck.
 

Constraints:

1 <= deadends.length <= 500
deadends[i].length == 4
target.length == 4
target will not be in the list deadends.
target and deadends[i] consist of digits only.","# class Solution:
#     def openLock(self, deadends: List[str], target: str) -> int:

#         def generate_possible_moves(code, seen):
#             ans = []
#             for i in range(len(code)):
#                 if code[i] == ""0"":
#                     option_1 = code[:i] + ""1"" + code[i+1:]
#                     option_2 = code[:i] + ""9"" + code[i+1:]
#                     if option_1 not in deadends and seen[option_1] == False:
#                         ans.append(option_1)
#                     if option_2 not in deadends and seen[option_2] == False:
#                         ans.append(option_2)
#                     continue
#                 if code[i] == ""9"":
#                     option_1 = code[:i] + ""0"" + code[i+1:]
#                     option_2 = code[:i] + ""8"" + code[i+1:]
#                     if option_1 not in deadends and seen[option_1] == False:
#                         ans.append(option_1)
#                     if option_2 not in deadends and seen[option_2] == False:
#                         ans.append(option_2)
#                     continue
#                 num = int(code[i])

#                 option_1 = code[:i] + str(num+1) + code[i+1:]
#                 option_2 = code[:i] + str(num-1) + code[i+1:]
#                 if option_1 not in deadends and seen[option_1] == False:
#                     ans.append(option_1)
#                 if option_2 not in deadends and seen[option_2] == False:
#                     ans.append(option_2)

#             return ans
        
        
#         def bfs(code, target, seen):
#             q = [code]
#             depth = 0
#             while q:
#                 len_q = len(q)
#                 for i in range(len_q):
#                     curr_code = q.pop(0)
#                     if seen[curr_code] == False:
#                         seen[curr_code] = True
#                         q += generate_possible_moves(curr_code, seen)

#                         if curr_code == target:
#                             return depth
                
#                 depth += 1
            
#             return -1

#         seen = defaultdict(lambda: False)
#         return bfs(""0000"", target, seen) if ""0000"" not in deadends else -1


class Solution:
    def openLock(self, deadends: List[str], target: str) -> int:

        def children(lock):
            res = []
            for i in range(4):
                digit = str((int(lock[i]) + 1) % 10)
                res.append(lock[:i] + digit + lock[i+1:])
                digit = str((int(lock[i]) - 1 + 10) % 10)
                res.append(lock[:i] + digit + lock[i+1:])
            return res
        
        
        def bfs(code, target, seen):
            q = [code]
            depth = 0
            while q:
                len_q = len(q)
                for i in range(len_q):
                    curr_code = q.pop(0)
                    if seen[curr_code] == False:
                        seen[curr_code] = True
                        q += children(curr_code)

                        if curr_code == target:
                            return depth
                depth += 1
            
            return -1

        seen = defaultdict(lambda: False)
        for deadend in deadends:
            seen[deadend] = True
        return bfs(""0000"", target, seen) if ""0000"" not in deadends else -1"
,Course Schedule,Medium,Graphs,"Course Schedule
Solved 
You are given an array prerequisites where prerequisites[i] = [a, b] indicates that you must take course b first if you want to take course a.

The pair [0, 1], indicates that must take course 1 before taking course 0.

There are a total of numCourses courses you are required to take, labeled from 0 to numCourses - 1.

Return true if it is possible to finish all courses, otherwise return false.

Example 1:

Input: numCourses = 2, prerequisites = [[0,1]]

Output: true
Explanation: First take course 1 (no prerequisites) and then take course 0.

Example 2:

Input: numCourses = 2, prerequisites = [[0,1],[1,0]]

Output: false
Explanation: In order to take course 1 you must take course 0, and to take course 0 you must take course 1. So it is impossible.

Constraints:

1 <= numCourses <= 1000
0 <= prerequisites.length <= 1000
All prerequisite pairs are unique.","class Solution:
    def canFinish(self, numCourses: int, prerequisites: List[List[int]]) -> bool:

        graph = defaultdict(list)
        for a, b in prerequisites:
            graph[a].append(b)

        indegree = defaultdict(int)
        for a, b in prerequisites:
            indegree[b] += 1
        
        q = []
        for course in range(numCourses):
            if indegree[course] == 0:
                q.append(course)

        result = []
        while q:
            level_size = len(q)
            curr = q.pop()
            result.append(curr)

            for neighbor in graph[curr]:
                indegree[neighbor] -= 1

                if indegree[neighbor] == 0:
                    q.append(neighbor)

        if len(result) < numCourses:
            return False
        return True
        "
,Course Schedule II,Medium,Graphs,"Course Schedule II
Solved 
You are given an array prerequisites where prerequisites[i] = [a, b] indicates that you must take course b first if you want to take course a.

For example, the pair [0, 1], indicates that to take course 0 you have to first take course 1.
There are a total of numCourses courses you are required to take, labeled from 0 to numCourses - 1.

Return a valid ordering of courses you can take to finish all courses. If there are many valid answers, return any of them. If it's not possible to finish all courses, return an empty array.

Example 1:

Input: numCourses = 3, prerequisites = [[1,0]]

Output: [0,1,2]
Explanation: We must ensure that course 0 is taken before course 1.

Example 2:

Input: numCourses = 3, prerequisites = [[0,1],[1,2],[2,0]]

Output: []
Explanation: It's impossible to finish all courses.

Constraints:

1 <= numCourses <= 1000
0 <= prerequisites.length <= 1000
All prerequisite pairs are unique.","class Solution:
    def findOrder(self, numCourses: int, prerequisites: List[List[int]]) -> List[int]:
        graph = defaultdict(list)

        for a, b in prerequisites:
            graph[b].append(a)

        indegree = defaultdict(int)
        for a, b in prerequisites:
            indegree[a] += 1


        q = []
        for i in range(numCourses):
            if indegree[i] == 0:
                q.append(i)
        
        result = []
        while q:
            curr = q.pop(0)
            result.append(curr)

            for neighbor in graph[curr]:
                indegree[neighbor] -= 1

                if indegree[neighbor] == 0:
                    q.append(neighbor)
        
        if len(result) < numCourses:
            return []

        return result

        "
,Graph Valid Tree,Medium,Graphs,"Graph Valid Tree
Solved 
Given n nodes labeled from 0 to n - 1 and a list of undirected edges (each edge is a pair of nodes), write a function to check whether these edges make up a valid tree.

Example 1:

Input:
n = 5
edges = [[0, 1], [0, 2], [0, 3], [1, 4]]

Output:
true
Example 2:

Input:
n = 5
edges = [[0, 1], [1, 2], [2, 3], [1, 3], [1, 4]]

Output:
false
Note:

You can assume that no duplicate edges will appear in edges. Since all edges are undirected, [0, 1] is the same as [1, 0] and thus will not appear together in edges.
Constraints:

1 <= n <= 100
0 <= edges.length <= n * (n - 1) / 2","class Solution:
    def validTree(self, n: int, edges: List[List[int]]) -> bool:
        # to be a tree there are n nodes and n-1 edges
        if len(edges) != n - 1:
            return False
        
        if n == 1 and len(edges) == 0:
            return True

        graph = defaultdict(list)
        indegree = defaultdict(int)

        for a, b in edges:
            graph[a].append(b)
            graph[b].append(a)
        
        for a, b in edges:
            indegree[a] += 1
            indegree[b] += 1
        
        q = []
        for i in range(n):
            # to be a undirected graph the lowest indegree is 1 not 0 for directed, 
            # if we see 0 there is a problem if there are more than 1 nodes in the tree
            if indegree[i] == 1:
                q.append(i)
            elif indegree[i] == 0 and n>1:
                return False

        result = []
        while q:
            curr = q.pop(0)
            result.append(curr)
            indegree[curr] -= 1

            for neighbor in graph[curr]:
                indegree[neighbor] -= 1

                if indegree[neighbor] == 1:
                    q.append(neighbor)
        
        if len(result) < n:
            return False
        
        return True
        "
,Course Schedule IV,Medium,Graphs,"Course Schedule IV
Solved
Medium
Topics
premium lock icon
Companies
Hint
There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course ai first if you want to take course bi.

For example, the pair [0, 1] indicates that you have to take course 0 before you can take course 1.
Prerequisites can also be indirect. If course a is a prerequisite of course b, and course b is a prerequisite of course c, then course a is a prerequisite of course c.

You are also given an array queries where queries[j] = [uj, vj]. For the jth query, you should answer whether course uj is a prerequisite of course vj or not.

Return a boolean array answer, where answer[j] is the answer to the jth query.

 

Example 1:


Input: numCourses = 2, prerequisites = [[1,0]], queries = [[0,1],[1,0]]
Output: [false,true]
Explanation: The pair [1, 0] indicates that you have to take course 1 before you can take course 0.
Course 0 is not a prerequisite of course 1, but the opposite is true.
Example 2:

Input: numCourses = 2, prerequisites = [], queries = [[1,0],[0,1]]
Output: [false,false]
Explanation: There are no prerequisites, and each course is independent.
Example 3:


Input: numCourses = 3, prerequisites = [[1,2],[1,0],[2,0]], queries = [[1,0],[1,2]]
Output: [true,true]
 

Constraints:

2 <= numCourses <= 100
0 <= prerequisites.length <= (numCourses * (numCourses - 1) / 2)
prerequisites[i].length == 2
0 <= ai, bi <= numCourses - 1
ai != bi
All the pairs [ai, bi] are unique.
The prerequisites graph has no cycles.
1 <= queries.length <= 104
0 <= ui, vi <= numCourses - 1
ui != vi","class Solution:
    def checkIfPrerequisite(self, numCourses: int, prerequisites: List[List[int]], queries: List[List[int]]) -> List[bool]:
        adj = defaultdict(list)
        indegree = defaultdict(int)

        for i in range(numCourses):
            indegree[i] = 0


        for a, b in prerequisites:
            adj[a].append(b)
            indegree[b] += 1
        
        # q = []
        # for i in range(numCourses):
        #     if indegree[i] == 0:
        #         q.append()
        
        res = []
        for question_prereq, target in queries:
            q = []
            q.append(question_prereq)
            query_solved = False
            visited = {}
            while q:
                curr_course = q.pop(0)
                if curr_course not in visited:
                    visited[curr_course] = True
                    for neighbor in adj[curr_course]:
                        if neighbor == target:
                            query_solved = True
                            break
                        q.append(neighbor)
                    if query_solved:
                        break
            res.append(query_solved)
        return res"
,Number of Connected Components in an Undirected Graph,Medium,Graphs,"Number of Connected Components in an Undirected Graph
Solved 
There is an undirected graph with n nodes. There is also an edges array, where edges[i] = [a, b] means that there is an edge between node a and node b in the graph.

The nodes are numbered from 0 to n - 1.

Return the total number of connected components in that graph.

Example 1:

Input:
n=3
edges=[[0,1], [0,2]]

Output:
1
Example 2:

Input:
n=6
edges=[[0,1], [1,2], [2,3], [4,5]]

Output:
2
Constraints:

1 <= n <= 100
0 <= edges.length <= n * (n - 1) / 2","class Solution:
    def countComponents(self, n: int, edges: List[List[int]]) -> int:
        graph = defaultdict(list)
        visited = [False] * n

        for a, b in edges:
            graph[a].append(b)
            graph[b].append(a)
        

        def bfs(node):
            q = [node]
            visited[node] = True

            while q:
                curr = q.pop(0)

                for neighbor in graph[curr]:
                    if visited[neighbor] == False:
                        visited[neighbor] = True
                        q.append(neighbor)
        
        result = 0
        for i in range(n):
            # if not visited explore tree and mark all nodes as visited
            # if find another node not visited increment the count
            if visited[i] == False:
                result += 1
                bfs(i)
        
        return result"
